POLYGON_ID,POLYGON_NAME,POLYGON_LEVEL,POLYGON_VERSION,COUNTRY,DATE_TIME,N_BASELINE,N_CRISIS,N_DIFFERENCE,DENSITY_BASELINE,DENSITY_CRISIS,PERCENT_CHANGE,CLIPPED_Z_SCORE,LAT,LON,DS
PAK.8.3_1,Larkana,GADM2,3.6,PK,2022-08-18 00:00:00.000,48119.76923076923400,34069.0,-14050.7692307692340000,0.0119625565710015650,0.008967669116725786000,-29.1989705388685580000,-4.00000000000000000000,27.895334562554417,68.34847452964398,2022-08-18
PAK.8.6_1,Sukkur,GADM2,3.6,PK,2022-08-18 00:00:00.000,77978.07692307692000,59989.0,-17989.0769230769220000,0.0193853206572268400,0.015790352010427756000,-23.0691072950535060000,-4.00000000000000000000,27.039829802350530,69.02108870949430,2022-08-18
PAK.5.5_1,Kohat,GADM2,3.6,PK,2022-08-18 00:00:00.000,22787.15384615384800,20390.0,-2397.1538461538476000,0.0056648778939369340,0.005367071921395954500,-10.5192981508611130000,-2.26642790058598780000,33.324038652215350,71.24562877885840,2022-08-18
PAK.7.8_1,Sargodha,GADM2,3.6,PK,2022-08-18 00:00:00.000,94831.47156654748000,90115.0,-4716.4715665474800000,0.0235750682403681150,0.023720141549612380000,-4.9734774267037380000,-1.43276633052457370000,32.100386779778120,71.88915810191632,2022-08-18
PAK.7.1_1,Bahawalpur,GADM2,3.6,PK,2022-08-18 00:00:00.000,130311.69230769231000,122108.0,-8203.6923076923120000,0.0323954378005814700,0.032141364304944440000,-6.2953900824348565000,-2.18270504477570170000,28.848917939976854,71.63772667830045,2022-08-18
PAK.3.1_1,F.A.T.A.,GADM2,3.6,PK,2022-08-18 00:00:00.000,29094.26541522611300,27077.0,-2017.2654152261130000,0.0072328234628945030,0.007127229348486428000,-6.9333116107971260000,-1.94337386595103640000,33.170013305044215,70.38616127056210,2022-08-18
PAK.4.1_1,Islamabad,GADM2,3.6,PK,2022-08-18 00:00:00.000,243058.69189545777000,238222.0,-4836.6918954577700000,0.0604242995831709800,0.062704983190720300000,-1.9899193723729711000,-0.40236828671986460000,33.669224708654600,73.06666567556829,2022-08-18
PAK.2.6_1,Zhob,GADM2,3.6,PK,2022-08-18 00:00:00.000,9380.69230769230900,7466.0,-1914.6923076923085000,0.0023320365870369442,0.001965206423008445300,-20.4088158606779260000,-4.00000000000000000000,30.879947250445810,68.96663058059505,2022-08-18
PAK.5.7_1,Mardan,GADM2,3.6,PK,2022-08-18 00:00:00.000,55105.15384615384400,50966.0,-4139.1538461538440000,0.0136991205647106140,0.013415310816374018000,-7.5112370529607150000,-1.91288803234794650000,34.305424712427560,72.36232932451856,2022-08-18
PAK.5.3_1,F.A.T.A.,GADM2,3.6,PK,2022-08-18 00:00:00.000,2117.07692307692300,1926.0,-191.0769230769228700,0.0005263045285195514,0.000506963242795910100,-9.0212456873070540000,-1.29467844802734770000,32.932342294260580,70.79861448797378,2022-08-18
PAK.7.6_1,Multan,GADM2,3.6,PK,2022-08-18 00:00:00.000,226151.00000000000000,217829.0,-8322.0000000000000000,0.0562210537235639100,0.057337121606952396000,-3.6798259577629207000,-1.25163145467160990000,30.125238653918725,72.23541496058307,2022-08-18
PAK.8.1_1,Hyderabad,GADM2,3.6,PK,2022-08-18 00:00:00.000,122165.55497242930000,103056.0,-19109.5549724292940000,0.0303703111163512350,0.027126481801440977000,-15.6422148244599060000,-4.00000000000000000000,25.323100383720320,68.05136342208650,2022-08-18
PAK.7.5_1,Lahore,GADM2,3.6,PK,2022-08-18 00:00:00.000,773975.00000000000000,747321.0,-26654.0000000000000000,0.1924098945204548200,0.196710424490904670000,-3.4437760343989994000,-1.40806287023553200000,31.212249025737595,73.94344561103003,2022-08-18
PAK.8.2_1,Karachi,GADM2,3.6,PK,2022-08-18 00:00:00.000,751232.76923076920000,734574.0,-16658.7692307692500000,0.1867561844865809600,0.193355149072462570000,-2.2175213512868446000,-0.88525072351427130000,25.078783448780808,67.18591128987336,2022-08-18
PAK.2.5_1,Sibi,GADM2,3.6,PK,2022-08-18 00:00:00.000,5944.46153846153800,4926.0,-1018.4615384615381000,0.0014777909074534515,0.001296625614752156500,-17.1300668900648140000,-3.42795046164436060000,29.488334147075516,68.57004866839137,2022-08-18
PAK.7.3_1,Faisalabad,GADM2,3.6,PK,2022-08-18 00:00:00.000,261799.00000000000000,252029.0,-9770.0000000000000000,0.0650831331445596400,0.066339272647253600000,-3.7318563789152024000,-1.20759518441718730000,31.209905085174274,72.62371843417888,2022-08-18
PAK.8.5_1,Rann of Kutch,GADM2,3.6,PK,2022-08-18 00:00:00.000,203.07692307692307,146.0,-57.0769230769230660,0.0000504848468603886,0.000038430235435203990,-27.9683377308707080000,-3.41053012247478300000,27.437046652649570,68.88075685015470,2022-08-18
PAK.2.4_1,Quetta,GADM2,3.6,PK,2022-08-18 00:00:00.000,66146.69230769231000,63736.0,-2410.6923076923120000,0.0164440428822637160,0.016776640313001107000,-3.6444087822123055000,-1.52357710176091830000,29.377445454266713,64.30346882797684,2022-08-18
PAK.5.1_1,Bannu,GADM2,3.6,PK,2022-08-18 00:00:00.000,18007.76923076923000,16502.0,-1505.7692307692305000,0.0044767246722969080,0.004343669487340660000,-8.3613111561034370000,-1.52936452361958560000,32.682470214647080,70.79360871430961,2022-08-18
PAK.2.1_1,Kalat,GADM2,3.6,PK,2022-08-18 00:00:00.000,10922.30459386625800,10218.0,-704.3045938662581000,0.0027152808227992970,0.002689590038882975300,-6.4477245673598160000,-0.71641963335814980000,27.493773199641932,65.73513763364258,2022-08-18
PAK.2.2_1,Makran,GADM2,3.6,PK,2022-08-18 00:00:00.000,7162.69230769230800,6668.0,-494.6923076923076000,0.0017806426194716238,0.001755156232068083600,-6.9055493514302890000,-0.92742616518004040000,26.114871247960583,63.45987406471992,2022-08-18
PAK.5.2_1,Dera Ismail Khan,GADM2,3.6,PK,2022-08-18 00:00:00.000,19967.84509572246300,17024.0,-2943.8450957224630000,0.0049639987966907720,0.004481070740061046500,-14.7421900546119510000,-2.40489081865482660000,31.937340491088090,70.62908633221942,2022-08-18
PAK.7.2_1,Dera Ghazi Khan,GADM2,3.6,PK,2022-08-18 00:00:00.000,82965.89287254640000,75646.0,-7319.8928725464070000,0.0206252898302942720,0.019911599929667404000,-8.8226672340149130000,-2.16567048206671200000,30.022478285382874,70.54930191944253,2022-08-18
PAK.5.4_1,Hazara,GADM2,3.6,PK,2022-08-18 00:00:00.000,64872.76923076923400,59828.0,-5044.7692307692340000,0.0161273460834550420,0.015747973463132770000,-7.7762850695848430000,-2.43467869649243470000,34.841214265020795,73.22436616623538,2022-08-18
PAK.8.4_1,Mirpur Khas,GADM2,3.6,PK,2022-08-18 00:00:00.000,40617.98223277523000,24471.0,-16146.9822327752340000,0.0100976151387861240,0.006441275968047101500,-39.7523062991625700000,-4.00000000000000000000,25.222414194595153,69.82002142729421,2022-08-18
PAK.2.3_1,Nasirabad,GADM2,3.6,PK,2022-08-18 00:00:00.000,6525.00000000000000,4927.0,-1598.0000000000000000,0.0016221125511107822,0.001296888835542808700,-24.4866687097762800000,-3.85218334636496130000,28.782993915301570,67.82819872158310,2022-08-18
PAK.5.8_1,Peshawar,GADM2,3.6,PK,2022-08-18 00:00:00.000,152750.46153846153000,144133.0,-8617.4615384615320000,0.0379737074098855600,0.037938802219056550000,-5.6414920365863255000,-1.61171114097133250000,34.013555182303660,71.79201037504812,2022-08-18
PAK.7.4_1,Gujranwala,GADM2,3.6,PK,2022-08-18 00:00:00.000,360429.23044951750000,342457.0,-17972.2304495174900000,0.0896025714175268800,0.090141802304340090000,-4.9863271532754280000,-1.74074383056322570000,32.333162895855320,74.07475121428519,2022-08-18
PAK.5.6_1,Malakand,GADM2,3.6,PK,2022-08-18 00:00:00.000,79506.57961658474000,73358.0,-6148.5796165847420000,0.0197653058531725360,0.019309350760655440000,-7.7333251071602120000,-2.17724554878704350000,35.692411371900940,72.24693033592979,2022-08-18
PAK.8.3_1,Larkana,GADM2,3.6,PK,2022-08-19 08:00:00.000,40242.92307692308000,22314.0,-17928.9230769230780000,0.0112616884139675220,0.006573559408314842500,-44.5506344961781100000,-4.00000000000000000000,27.895334562554417,68.34847452964398,2022-08-19
PAK.8.6_1,Sukkur,GADM2,3.6,PK,2022-08-19 08:00:00.000,63866.84615384615600,36539.0,-27327.8461538461560000,0.0178726709288138600,0.010764151977252669000,-42.7881129543938100000,-4.00000000000000000000,27.039829802350530,69.02108870949430,2022-08-19
PAK.5.1_1,Bannu,GADM2,3.6,PK,2022-08-19 08:00:00.000,11444.15384615384600,9885.0,-1559.1538461538457000,0.0032025629582260120,0.002912056769346250000,-13.6228299515414620000,-1.70321669131254860000,32.682470214647080,70.79360871430961,2022-08-19
PAK.7.7_1,Rawalpindi,GADM2,3.6,PK,2022-08-19 08:00:00.000,233994.77063213408000,225656.0,-8338.7706321340810000,0.0654817293544963400,0.066476791334708890000,-3.5636416032679086000,-1.15690869610210420000,33.195204916020860,72.72306554874687,2022-08-19
PAK.5.8_1,Peshawar,GADM2,3.6,PK,2022-08-19 08:00:00.000,122654.61538461539000,115228.0,-7426.6153846153900000,0.0343239992372387600,0.033945420072658540000,-6.0548515135874530000,-1.44243127175121500000,34.013555182303660,71.79201037504812,2022-08-19
PAK.5.2_1,Dera Ismail Khan,GADM2,3.6,PK,2022-08-19 08:00:00.000,14423.15384615384600,12315.0,-2108.1538461538457000,0.0040362143736831410,0.003627918979716648000,-14.6154420469938220000,-2.32154560385229570000,31.937340491088090,70.62908633221942,2022-08-19
